,Tweets,Subjectivity,Polarity,Sentiment
710, Please consider checking us out  twitch twitch gamer game stream twitchstreamer streamer twitchtvstreamer smallstreamer supportsmallstreamers,0.4,-0.4,Negative
711,Beginner's Guide To Writing A Story - Tony DuShane screenwriting authors ,0.0,0.0,Neutral
712,Project 7: How-To Cook Pasta  via ,0.0,0.0,Neutral
713,Dru Hill Live Performance On BounceTV'S Trumpet Awards bouncetv druhil...  via ,0.5,0.13636363636363635,Positive
714,"Former Drug Smuggler Roger Reaves | EP 152 PBD Podcast - 2 May 2022100 minutesRoger Reaves is a pilot and flew around the world, and eventually ran out of countries.MAGA FireTwitterMom qt-maga-2489 BorderObserver ",0.0,0.0,Neutral
715,Kingdom Curriculum: The Word of His Grace  Leadership CentreNDL Nigeria Podcast Download Listen MP3 Discipleship Church Youtube Life,0.0,0.0,Neutral
716,The Keeping It Together Challenge  via ,0.0,0.0,Neutral
717,Grace for CONTENTMENT In Ministry  Leadership CentreNDL Nigeria Podcast Download Listen MP3 Discipleship Church Youtube Life,0.0,0.0,Neutral
718,OMNIMAR - Reason Video Oficial --&gt;  DarkPopOMNIMAR MusicaRusa,0.0,0.0,Neutral
719,The 7 DIMENSIONS of God That MAKE Any Human FULFILL Ministry: The Spirit of COUNSEL  Leadership CentreNDL Nigeria Podcast Download Listen MP3 Discipleship Church Youtube Life,0.1,0.0,Neutral
720,Subscribe To The Channel 🤝🏾 what are you doing Subscribe now ‼️ I appreciate the support✨ ,0.0,0.0,Neutral
721,Big Play Slay Showing Off the MOVES shorts dance eagles EaglesFootball FlyEaglesFly EaglesNation GoBirds ,0.1,0.0,Neutral
722,"but even then its so odd how Ultra is less popular when it's easily the most available to watch out of the big three, either through the blu rays or the youtube releases",0.4357142857142858,0.2285714285714286,Positive
723,Alan Watts ,0.0,0.0,Neutral
724,although I hope they upload it on a more international-friendly platform..... but well for now it is a good start for Irene. Hopefully they will upload it on youtube too,0.55,0.6,Positive
725,10 Shocking Assassinations of the 21st Century ,0.5,-0.5,Negative
726,Positivity!! !BrosYoutube !Youtube ,0.0,0.0,Neutral
727,JUAL NETFLIX ANTI HOLD GARANSISHR 45K/bln PRV 190Apple music icloud tv mola viu youtube grammarly amazon prime hbo go max disney hotstar wetv vidio spotify iflix iqiyi vpn vsco picsart murah yoon baim 1988 kick bintang gita jeff haki seungkwan gfriend inkigayo Baim robi 10 D ,0.0,0.0,Neutral
728,📢We're 15 minutes away!📌ZAGTalkPodcast LIVE⏰8:00pm CDT📍Virtual📺 Link: ,0.0,0.0,Neutral
729,［Revised］Response battle between Kanae and Fuyuki!! Rice vs. bread!［Debi...  より VtuberEnSubs NijisanjiEn,0.0,0.0,Neutral
730," trailer that was presented at SDCC2022 could possibly set up a ""battle of capes""; possibly! Regardless, the trailer was a hit for the property!  DCEU WarnerBros trailerrection reaction SDCC Blackadam TheRock",1.0,0.0,Neutral
731,For my new Formula One peoples!These are CRAZY insightful👇🏿,0.6772727272727272,-0.2318181818181818,Negative
732,"This could be the last day to follow my gaming youtube channel and still get your claim to fame as part of the ""here before 100k subs"" crew (I have zero subscribers right now but you never know)",0.3011904761904762,0.14285714285714285,Positive
733, shure why not hi im silva your friendly naburhood changling guild master  my youtube   ,0.5,0.375,Positive
734, new video out,0.45454545454545453,0.13636363636363635,Positive
735,"What a solar flare! If ejected material is directed toward the Earth, be...  via ",0.0,0.0,Neutral
736,Mouse eating M&amp;M’s with peaceful music for 10 minutes.  via ,0.5,0.25,Positive
737,  🙏🙏🙏 Keep the faith.,0.0,0.0,Neutral
738,20200902 202402  via  shot back in summer 2020,0.0,0.0,Neutral
739,"Nigerian singer Tems sings Bob Marley’s 'No Woman, No Cry' in film Black Panther. Comic_Con theblackpanther TheAcademy IMDb EW Variety totalfilm Screendaily nytimesarts VanityFair YouTube TIME MarvelStudios latimes smh CliffHowardArtist theage LeCNC BobMarley ",0.43333333333333335,-0.16666666666666666,Negative
740,"I just spent a week offline but no, I did not touch grass. I touched dirt and sun.",0.1,-0.1,Negative
741,20220723 fancam ออฟโรด Last Love  LAZ1FIRSTDATEDAY📸  ออฟโรด LAZ1 ,0.3333333333333333,0.25,Positive
742,Amazing Grace (My Chains Are Gone) | BYU Noteworthy (Chris Tomlin A Capp...  via : Yes Sors Greek Gods Jesus vs Krishna US Navy salute SG1 is on top of that Greek Gods Soldier On SG1!,0.35,0.275,Positive
743, I cant gangy post this shi on YouTube🐐,0.0,0.0,Neutral
744,Who remembers??⚾️🌭🥧🚘🥰🇺🇲,0.0,0.0,Neutral
745,New Video!,0.45454545454545453,0.17045454545454544,Positive
746, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
747,“The Stranger” Official Video - Gord Downie - Secret Path  来自 ,0.7,-0.4,Negative
748,"Our app on polycystic ovary syndrome provides the most trustworthy information, an ask an expert forum, a personal dashboard and many other amazing features. Best of all, it is free.Our 21K users globally can't be wrong!Take a look   ",0.4107142857142857,0.3535714285714286,Positive
749,_a_shay I woulda done this to your “friend.” ,0.0,0.0,Neutral
750,Soviet Music to make you feel like you're in Afghanistan  via ,0.0,0.0,Neutral
751,"Watching .. right now thank u guys for making this free on Youtube very great company and wow debut for  vs _0 , I could see Ethan being a star in Impact Wrestling if booked right GPLIVE STLVice ",0.7692857142857144,0.4142857142857143,Positive
752,KinnPorsche The Series Reaction EP13 🔥 VegasPete BibleBuild💜💙💜💙💜💙💜💙💜💙💜👉  BibleSumettikul bsumettikul bsumone bsumbody BuildJakapan buildurlove ,0.0,0.0,Neutral
753,"More AKAI MPC Strings in Fabric - I think some of these sound as good as the Studio Strings What do you think?Check out the ""All Patches Demo Video""",0.5,0.5333333333333333,Positive
754," 40 years ago, I think it was just Tron and about 45 seconds of Star Trek II (Genesis simulation) that had access to those kind of computer graphics. The Last Starfighter a few years later tried to replicate it.  ",0.26666666666666666,0.09999999999999999,Positive
755,ZLT S10G 2.11.1 Free Openline/Admin using Mobile Phonefree zlt s10g Globe openline admin r1bnc,0.8,0.4,Positive
756,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO  via  LISA LALISA MONEY,0.0,0.0,Neutral
757,"I get what they're going for, but this CG is still trying to climb out of the uncanny valley. The attempts at witty banter are unwatchable. I don't know how else they could have done it—superimpose her actual face?—but it's not right yet. Alas. SheHulk ",0.6589285714285714,-0.010714285714285718,Negative
758,"Merci Nadine LaBelle pour ce vidéo.Thanks Nathan Gilbert for the room, the equipment, the hospitality and the refreshments.Thank you Michael Alati for temporarily drumming with us. You really rock.Thanks Big Matt Maillet for you… ",0.15000000000000002,0.1,Positive
759,  Couldn't get it to play.. 🎶,0.0,0.0,Neutral
760,   As per Ben Wattenberg…”The Dearth Birth” ,0.0,0.0,Neutral
761,"BANDS &amp; MUSICIANSWe've started a new YouTube Playlist that'll feature YOU that follow us. We'll not only follow back, we'll promote YOURemember, when you're with the BlackWidowConspiracy, you're bWc 4 LIFE! Join the conspiracy musicians bands ",0.48484848484848486,0.04545454545454545,Positive
762,MARKETS A LOOK AHEAD: The Biggest LIE Ever Sold. Mannarino  via  StockMarket,0.0,0.0,Neutral
763,KYO WITH A SAD STORY WHYYY MY HEA😭,1.0,-0.5,Negative
764,♥Weekly Best Clip EVENT♥👑WINNER ITZY 있지 👑  ✔ ATKP Twitter HEADER  ✔ Replacing the winning clip thumbnail  ✔ ATKP twitter pinned tweet Congratulations!🎉🎉𝑾𝑨𝑻𝑪𝑯 𝑰𝑻𝒁𝒀 𝑪𝑳𝑰𝑷 𝑩𝑬𝑳𝑶𝑾➡️ ,0.525,0.75,Positive
765,CHICLETS CUP CHAMPIONSHIP GAME: Big Deal Selects vs Nose Face Killah | P...  via ,0.25,-0.2,Negative
766,🔰 Agenda Mew Suppasit25/07/2022📢[Simply K-pop CON-TOUR]Hora: 17:00 🇹🇭 // 19:00 🇰🇷5:00 am 🇵🇪 📌YT:   by MewSuppasitForeverLove_MewSuppasit มิวศุภศิษฏ์ ,0.0,0.0,Neutral
767,"_luxe    You do realise in the UK, getting extreme tanned is still commonly happen? That's why TV show like Skins where they called out this behaviour as NOT acceptable, and showing the consequences is important to educate people",0.8333333333333334,-0.008333333333333323,Negative
768,Time to watch YouTube,0.0,0.0,Neutral
769,Do you really prefer more leads towards your business at home;  explore our concept ,0.35,0.35,Positive
770,Adafruit is now live! Join us on ,0.5,0.17045454545454544,Positive
771,If y’all are really really bored and want to watch me make a fool of myself in a race truck… come watch ,1.0,-0.5,Negative
772,Reaction...: The last of the great Boomer rockers!!! Rory Gallagher.... ,0.4083333333333333,0.5,Positive
773,"   Cheers! I'll be at the show. Whatever it takes, I'll be there. Comedy takes balls I certainly do not have. Much respect for that. Tell the rest of your team that some dummy in N.Y. says hello and well done! (I'm checking the youtube channel for more, I want to see the others).",0.4238095238095238,0.21428571428571427,Positive
774,SHIBA INU GET EXCITED! IT'S HAPPENING WITH OR WITHOUT YOU...  via ,0.75,0.46875,Positive
775,"ONTARIO LIVESTREAM: Severe Thunderstorm Risk (Sun, Jul 24, 2022)  via ",0.0,0.0,Neutral
776,  Russia will not use nuclear weapons. There is zero tactical advantage and many strategic negatives:Would tactical nuclear weapons be useful in Ukraine?￼,0.25,0.4,Positive
777,SHOW-GO - Silver (Beatbox)  より,0.0,0.0,Neutral
778,New episode out TOMORROW! It's the next in our Single Player LP. I'll be spending a bit more time in NotanSMP so we did a lot in this episode. It was a lot of fun putting together! I hope y'all enjoy! minecraft ,0.31147186147186146,0.24567099567099568,Positive
779,Pulp Fiction: The Bonnie situation (HD CLIP)  via  🦉👇🏿 ,0.0,0.0,Neutral
780,I spend hours watching YouTube videos of people getting food from Japanese vending machines,0.0,0.0,Neutral
781,Thanks TL got reminded of put chutney channel  ,0.2,0.2,Positive
782,"A 3-1 win and a Top 8 Winner's Side spot SECURED! We'll be seeing  next week ✅ still in this one, will be dropping down to loser's to make that run for Top 8!🏟️ ",0.3377777777777778,0.35388888888888886,Positive
783,Manhattan Transfer - Chanson D`Amour (Lyrics)  via  If this doesn't make you laugh...check your pulse!😅😂🤣Very Benny Hill ❤️,0.0,0.0,Neutral
784,"Bajo Stream June ""highlights"" are now online and are particularly cooked ",0.3333333333333333,0.16666666666666666,Positive
785,FOOL - Chromesthisia. ChromaticaBall sundayvibes,0.0,0.0,Neutral
786, new video out,0.45454545454545453,0.13636363636363635,Positive
787,   This attorney’s videos about the JDvAH case are very helpful. He humbly explains why he has insight into the VA judicial process (including appeals) in this video. Cheers!And thanks again to  ,0.3,0.06666666666666667,Positive
788,_contagious _TXZEAL        _snively   @_mzishi_  _968             __J  @_s3mp     _abp           My Pyrenees herds them around with his nose,0.0,0.0,Neutral
789,"They're also uploading ""Call my name"" on youtube!!! skljfhkasjlf 😭",0.0,0.0,Neutral
790,Devil May Cry 5  Walkthrough Part 13  via ,0.0,0.0,Neutral
791,The Markets Will Get Worse! ,0.6,-0.5,Negative
792, we recommend clearing your cache &amp; cookies + restarting your device. note: you can also use a desktop browser to create a channel w/ these steps ➡️  let us know how it goes!,0.0,0.0,Neutral
793,Benny Wock-Hotel (Prod by   ) Feat Tokyo Casanova(Shot by  )  via ,0.0,0.0,Neutral
794,Let’s Worship Together 😀💜🙏🏽💜Remind Me Dear Lord  via ,0.0,0.0,Neutral
795,There was a fire fought! Boondocks Saints …,0.0,0.0,Neutral
796,Battlefront 2 Is Still Fun In 2022!!,0.2,0.46875,Positive
797,Joy Opposites - Gold Blood (Official Music Video)  より,0.2,0.8,Positive
798,"I remembered it was really bad back then. And now, again but in a larger scale than before and it's scarier. people are really...  Don't they believe in karma...Not related to the words above, but, is there a proper answer na on why there's no GUARDIAN anymore on youtube? 😞",0.28095238095238095,-0.07142857142857141,Negative
799,Check out my broadcast from my PlayStation 4! PS4live (Fortnite)  live at ,0.5,0.13636363636363635,Positive
800,_J_Matt this week ,0.0,0.0,Neutral
801,Soldier Of Fortune - Deep Purple (Alyona cover) ,0.4,0.0,Neutral
802,🥇 At 4-1 TACTICAL MOUNDS dukes it out for the win in her pari-mutuel debut tonight at  with Brett MacDonald for trainer Dominic Gladu in 2:01.4. Congrats to her owners and care team 💙❤️ownalittleloveitalot ,0.4,0.8,Positive
803,Live on Patrol  via ,0.5,0.13636363636363635,Positive
804,"I am insane, but not to the point to forget that who got me into Japanese stuff ACTUALLY CAN ALSO SING! TAKERU SATO FOR YOU (NOT HIM PERFORMING ON A CONCETHAT RAISE FOUND TO FIGHT AIDS) ",0.3666666666666667,-0.3333333333333333,Negative
805,By the few visits to his music (Angel Cabrera )  it is possible to think that the social networks have these great talents blocked. They even delete them. It was not like that at the beginning when he managed to reach 10 million visits. ,0.4791666666666667,0.15833333333333333,Positive
806,Watch What Happens When They Mention God on Live TV  via ,0.5,0.13636363636363635,Positive
807,MOONFALL (2022) Lunar Megastructures and Rogue AI Scene  via  moonfall2022  bigscreenbeta OculusQuest2 VirtualReality Oculus VR reaction reactionvideo moonfall movies moon moonfallfilm,0.0,0.0,Neutral
808,EXPOSED: Ron DeSantis HUMILIATING infrastructure grift routine REVEALED - YouTube ,0.0,0.0,Neutral
809, why is there a youtube watermark in the top left corner,0.25,0.25,Positive
810, You can't oppose something if you can't directly and clearly name it and to do so accurately.,0.47222222222222227,0.20000000000000004,Positive
811,"  my boyfriend reminds me this old song today, really miss it thank you love &lt;3&lt;3",0.3333333333333333,0.26666666666666666,Positive
812,The legacy &gt;&gt;&gt;&gt; ,0.0,0.0,Neutral
813,   “Born on the Bayou” Creedence Clearwater Revival  vocal cover by AJ THE MACK  to BeAnUplifter 👊🏼🤠🦅🇺🇸🎙 YallBeGoodNow,0.0,0.0,Neutral
814,"Young Money - We Alright (Explicit) ft. Euro, Birdman, Lil Wayne  via ",0.4,0.1,Positive
815,Akon - Smack That (Official Music Video) ft. Eminem  via ,0.0,0.0,Neutral
816, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
817,Digging for Gold.,0.0,0.0,Neutral
818," _youtube  Well first off, I wouldn't let someone who is more than willing to fuck his own home over for his own ends have the power and when it is under my control, I would enact the 50 Year Plan because to reach a proper solution, time is needed. Not an apocalyptic temper tantrum.",0.6119047619047618,0.2571428571428571,Positive
819,SLAYING THE DRAGON / A SECRET HISTORY OF DUNGEONS &amp; DRAGONS / Ben Riggs/...  via ,0.7,-0.4,Negative
820,Yung Siah - Reason (Official Music Video)  via  so my daughter is the love interest in the video 💜,0.6,0.5,Positive
821, I go back a LONG way. To at least Peter Cullen (Optimus Prime) doing the Toonami promos. ,0.26666666666666666,-0.11666666666666665,Negative
822,"RESUMEN Comic Con 2022 🔥 Fase 5 y 6 MARVEL, Secret Wars, trailers Shazam, House of the Dragon ",0.6,-0.07500000000000001,Negative
823,Ep. 121: Pastor FREED; Bannon CONVICTED! Jan. 6 Defendant Tragedy AND MO...  via ,0.0,0.0,Neutral
824,Confession- My favorite youtube series/ channel has been The Try Guys since like 2014... top tier entertainment for me.  I literally love their videos.,0.7000000000000001,0.5,Positive
825,"_EAGLES1  What do you have? 1️- Telegram Group2️- YouTube Channel3️- Medium4️- Discord5️- Twitter6️- WebsiteFOR this  project , where can I get the latest information and what is the latest plan for your project?",0.9,0.5,Positive
826, we all need to smoke potlegally,0.0,0.0,Neutral
827,TUNE INTO HALLOWEEN ENDS | COREY IS OBSESSED WITH MICHAEL? + HE BRINGS MICHAEL TO LAURIE?  halloween HalloweenEnds MichaelMyers ,1.0,-0.5,Negative
828,"The magic of the  algorithm is at it,again.  ",1.0,0.5,Positive
829,"_Tanya Still my favourite example of how disinformation works, from years ago in Canada: ",0.0,0.0,Neutral
830, Is it better or worse than the YouTube era where everything was like this ,0.55,0.04999999999999999,Positive
831," Now broken up, this Irish band did some terrific work. ",0.4666666666666666,-0.13333333333333333,Negative
832,"  Well, it's a good thing that the shower and toilet are functioning!  😉",0.30000000000000004,0.32916666666666666,Positive
833,The Law Society of HongKong takes a stab at promoting the rule of law ,0.0,0.0,Neutral
834,New Minecraft Duugeons video out now!!,0.45454545454545453,0.2130681818181818,Positive
835,Who wants to go with me? ,0.1,0.2,Positive
836,Angel Flight (Radio Tower Remix) - w/ Lyrics  via ,0.0,0.0,Neutral
837,Is cute ,1.0,0.5,Positive
838," _family07     You forgot the Trumps, McConnell, Gaetz, Hoebert, and the three name twit in that list.",0.0,0.0,Neutral
839,Going live  !    mcoc Lets get it guys !,0.5,0.2130681818181818,Positive
840," Ashley has been sharing book related videos on her Bookish Realm YouTube channel, where she has over 400 videos and nearly 25k subscribers, for six years.  ",0.4,0.05,Positive
841,_forget         Amen 🙏🏽,0.0,0.0,Neutral
842, Charged with a crime?  Maybe actually mount a defense at your trial in a system that says you're innocent and the person claiming you're not has to prove it.  ,0.39999999999999997,0.25,Positive
843,KinnPorsche The Series Reaction EP12 🔥 VegasPete BibleBuild💜💙💜💙💜💙💜💙💜💙💜👉  KinnPorscheTheserieseries BibleSumettikul bsumettikul bsumone bsumbody BuildJakapan buildurlove ,0.0,0.0,Neutral
844,ACTUALLY I think I can go deeper than what I put in the replies. For truly unlistenable you need stuff like in obscure sub-genres of goregrind like mincecore stuff  ,0.1,0.0,Neutral
845,N.C. Lt. Governor Mark Robinson Speaks At 2021 Rockingham County Reagan ...  via ,0.0,0.0,Neutral
846, GOOD FUCKING SONG,0.7000000000000001,0.04999999999999999,Positive
847,"I loved  releases on  Unique mood, and everything was creative, and they changed the club music scene of this era... at least my life.I'm still able to make music, I'd like to keep on to be creative like them. Thank you.",0.8041666666666666,0.37916666666666665,Positive
848,   Twitch:  ,0.0,0.0,Neutral
849, youtube inplan 4 bulan 30k yukk,0.0,0.0,Neutral
850," _lies I contacted you because Nancy said her money came from ""Capitalism"".  But I took that class at PolyTech in Brooklyn, and no. Probability could NOT have occurred, So, how?    You never got back?  She lied MIT can prove it.  Like Capone getting caught.  Same.",0.0625,0.0,Neutral
851,Tracy Chapman ,0.0,0.0,Neutral
852,"🎶❤️Come Chill🍪❤️Rewatching Montages, Just Vibing🥰Female Gamer💜PS5 Live  via ",0.5,0.13636363636363635,Positive
853," Years ago I went to one of those concerts where an orchestra plays video game music, and the composer of this soundtrack was conducting.  He said that this game was popular in Japan, but as much in N. American since you're a photographer and not a hunter. ",0.42500000000000004,-0.05000000000000002,Negative
854,Top 5 Stylish Movies ,0.75,0.5,Positive
855,"  Full agree, this shit bangs ",0.675,0.07499999999999998,Positive
856,New upload! (Arthur's Theme - 100% Orange Juice!): ,0.45454545454545453,0.2130681818181818,Positive
857,    _com  What an awesome match?Mercedes Martinez was impressive,1.0,1.0,Positive
858,hot planet///Shocking Blue - Venus - (Acoustic Cover)  via ,0.47500000000000003,0.125,Positive
859,JAVA BURN – JAVA BURN REVIEW – ((WARNING!!)) – Java Burn Reviews – Java ...  via ,0.0,0.0,Neutral
860,also sprach zarathrustra,0.0,0.0,Neutral
861,"Danger Drop Draw arriving Tomorrow, July 26 • Legendary KRM 262   Glorio...  via ",1.0,1.0,Positive
862,He Finally Gave Up! Bill Deblasio Announces He's QUITTING Electoral Poli...  via ,1.0,0.0,Neutral
863,UP NEXT IS WOMENS ACTION!  v   ,0.05,0.0625,Positive
864,Top 10 Exact Moments Athletes Ruined Their Careers ,0.375,0.375,Positive
865,Black Panther Wakanda Forever TEASER TRAILER | REACTION  via ,0.43333333333333335,-0.16666666666666666,Negative
866,"    You say ""patriot.""  We say ""traitor.""  Tomato/tomahto. ",0.0,0.0,Neutral
867,My new intro for the name change ,0.45454545454545453,0.13636363636363635,Positive
868,Know How To Edit Youtube Videos &amp; Lookong for a Channel to Edit Videos For? We Are Looking For An Editor ,0.0,0.0,Neutral
869,CALL NOW (704) 487-1234,0.0,0.0,Neutral
870,Vladimir Putin JUST DECLARED Elon Musk Enemy Number One! ,0.0,0.0,Neutral
871,Melbourne in the 60s.. ,0.0,0.0,Neutral
872,Toys and we played outside not sit on the phone or iPad watching YouTube and playing games all day. ,0.05,0.0,Neutral
873,Colbie Caillat - Brighter Than The Sun - (Lyrics)  via ,0.0,0.0,Neutral
874,Bad Bunny (ft. Chencho Corleone) - Me Porto Bonito  (360° Visualizer) | ...  via ,0.6666666666666666,-0.6999999999999998,Negative
875,Farrah Fawcett and Cher - SONNY AND CHER SHOW  via ,0.0,0.0,Neutral
876,sundayvibes Freedom And Justice For All Remix streaming on YouTube 🆕 Single 152 Street Records soulful anthem mindsetmatters ohiofunk Nominated for RnB Group Duo Artist of the Year  Click link Listen judge it👍,0.21428571428571427,-0.07142857142857142,Negative
877, I get violently high till the room is spinning then I turn on a long YouTube video…,0.47,0.055,Positive
878,  …. “Honey” … Bobby Goldsboro … 😔,0.0,0.0,Neutral
879,Deep…..Jay-Z Said THIS About The Younger Generation 🤯 shorts  via ,0.0,0.0,Neutral
880,Make use of the enjoyable recommendations  in this video coaching and simply help develop the personal life you prefer ,0.41904761904761906,0.16666666666666666,Positive
881,From The Real Music Observer. Hit Me With Your Best Shot...Not.Pat Benatar Will No Longer Perform Her Most Famous Song  via ,0.525,0.55,Positive
882,    The one with Kingston,0.0,0.0,Neutral
883, ask logan paul he seems to know a lot about vlogging around trees,0.0,0.0,Neutral
884,hobi will depart soon omg 😭🫶,0.0,0.0,Neutral
885,"I entered JayzTwoCents $5,000 Dream Setup Giveaway! Learn more by going to this video! ",0.5,0.625,Positive
886," Exact same story for me. thought I hallucinated memories of a childhood film that didn't exist, found out on YouTube it was real. You can find a comment of me confirming this a couple months ago",0.225,0.15,Positive
887,Uncharted 4's MP ain't even worth playing nowadays. Uncharted PS4share,0.1,0.3,Positive
888,"Karina’s Show! MusicCore Illusion Close-Up Cam has surpassed 1,000,000 views on YouTube It’s her 26th Fancam to reach this milestone KARINA 카리나 에스파 aespa _official ",0.0,0.0,Neutral
889,There ARE disparities in the health care system! Don't try to gaslight us and say there are not! This is tragic!  Aftershock,0.75,-0.9375,Negative
890,Céline Dion - It's All Coming Back to Me Now (Official Extended Remaster...  via ,0.0,0.0,Neutral
891,"Are you attempting to gain plenty of contacts to see your organisation,  Head to the following option ",0.1,0.0,Neutral
892,Micah Dank-Introduction to astrotheology  via    about to go live!,0.5,0.17045454545454544,Positive
893,America does not meddle in other countries politics.. ,0.375,-0.125,Negative
894,"__k Harry Potter and Percy Jackson books are super fun to listen to!Maybe try making youtube a reward. Putting away dishes a helping with laundry are my son's favorite chores. ""You can't do YouTube now, but I'll make you deal..."" is workable around here.",0.6222222222222222,0.37777777777777777,Positive
895, Plausible theory ,0.5,0.5,Positive
896,"Shawn Mendes, Tainy - Summer Of Love (Official Music Video)  via ",0.6,0.5,Positive
897,Top 40 Anime Endings of Summer 2022 ,0.5,0.5,Positive
898,WEEKS BEFORE STARTING COLLEGE - FULL SCHOLARSHIP FUTURE NURSE SHOT &amp; K*L...  via ,0.25833333333333336,0.11666666666666665,Positive
899,  YouTube this kind person has been more than patient enough with you and your bullshit. They gave you proof that the other person is claiming content that isn’t his as his own and yet you won’t do a fucking thing. They have LITERALLY gone against your  rules and yet you won’t do,0.6791666666666667,0.16250000000000003,Positive
900, song,0.0,0.0,Neutral
901,St. Faustina visits Purgatory with Guardian Angel  via ,0.0,0.0,Neutral
902, Hey typical gamer I watch u on YouTube every time,0.5,-0.16666666666666666,Negative
903,"PTI supporters have to be at supreme court in massive s this is very important, the decision has to be in favour of PTI ...  via          Niazi",1.0,0.26,Positive
904,UFOs were spotted in the ISS feed.  via ,0.0,0.0,Neutral
905, jewerly mv) I'm forgetting her name but its crazy how much she gives off Jaekyung's looks and voice,0.55,-0.19999999999999998,Negative
906,watch my coachella performance ‘petra’ with   ,0.0,0.0,Neutral
907,99z Preview 🎥KIMYOHAN 김요한▸  ,0.0,0.0,Neutral
908," having to go deep into details we'll mention that the majority of the experts particularly interested in this matter think that, beside the medical and genetic causes, the speed of Aging is based most notably on the life style an ind",0.38,0.25,Positive
909,Here's your best candidate for Ward11 city council in Mississauga.I'll also bet he's the only one knocking on doors. ,0.65,0.5,Positive
910,See below for what YouTuber Chris Lauricella had to say about this 13-yr-old shot by police. SMH 😡 ,0.0,0.0,Neutral
911, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
912,"High School Musical Cast - We're All In This Together (From ""High School...  via ",0.35999999999999993,0.10666666666666667,Positive
913,""" Come back to me "" Release 27.7.022 / 18.00 น.MV ที่ช่อง Youtube (FLYWAY) และ All Music Streamingเอมสาธิดา Aimsatida ComeBackToMe FLYWAYentertainment ",0.0,0.0,Neutral
914,GodMorningMondayMust watch Sant rampal rampal ji maharaj youtube channal per ,0.0,0.0,Neutral
915, What adult economists say about the minimum wage:,0.3,0.1,Positive
916,ANBERLIN “Circles” | Aussie Metal Heads Reaction ,0.0,0.0,Neutral
917,Almost time for the YouTube debut. 😎,0.0,0.0,Neutral
918,"This is a great episode. Really pointed, clear recap of macro events unfolding in the first half of the show. Especially liked the discussion of the petrodollar.I've become a big fan of this show. ThanksGeorge the artist",0.419047619047619,0.31190476190476196,Positive
919,Top 5 Sigma Male Movies ,0.3,0.25,Positive
920,"If you remove the letter ""a"" from the word ""watch"" in any YouTube URL, you get taken to this videoYou can see the Zyphon Badlion cloak in the beginning! 🐧 ",0.0,0.0,Neutral
921,Work hard in silence. Let your success make the noise - YouTube BYJus  Onlinelearning,0.2708333333333333,0.004166666666666652,Positive
922,  Not even a debate  High as hell. ,0.5399999999999999,0.16,Positive
923,🎈🎙 the prayer 🎼 ,0.0,0.0,Neutral
924, What could Liz Cheney possible have to say to you. Whatever you want to know you can get by watching the hearings.,1.0,0.0,Neutral
925,Massive Solar Eruption Closeup  astronomy solarstorm spacewx spaceweather science cool Stunning VIDEOS,0.8833333333333333,0.2833333333333333,Positive
926,🎙 ON YOUTUBE NOW 🎙✅️ Mriya Report interview✅️ Spanish journalist Constanza Pérez Haro _ph✅️ On the ground in Ukraine Subscribe to the Mriya Report YouTube channel for past and future interviews. ,0.125,-0.08333333333333333,Negative
927,Massive Solar Eruption Closeup  astronomy solarstorm spacewx spaceweather science cool Stunning VIDEOS,0.8833333333333333,0.2833333333333333,Positive
928," Unconditional love and support for you, sweet girl. It’s giving very 2000s height of pop-dance experimental goodness. Vitamin C but evolved ",0.48750000000000004,0.28750000000000003,Positive
929,"If you ever need a friend, I'll be here. ",0.0,0.0,Neutral
930,"Service and Sermon July 24 2022 ""Using the Right Words"" Pastor Wempner (Luke 11:1-13)Worship Folder:   and Songs:   our YouTube viewers: ",0.4178571428571428,0.030357142857142846,Positive
931,Big Freedia's Favorite Black Owned Restaurants In New Orleans  via ,0.496969696969697,0.11742424242424243,Positive
932,nobody's ever gonna do it like the sidemen. kings of YouTube,0.0,0.0,Neutral
933,10 MAN LADDER MATCH FOR WPW TITLE SHOT AT WPW FAIR FIGHT JULY 23RD 2022  via ,0.9,0.7,Positive
934,Now for some entertainment.Nevada Junction. Steve Gray.,0.0,0.0,Neutral
935,LESSONS IN CONSPIRACYCheck out our YouTube Playlist that showcases the songs that drive our creative spiritNew videos will be added at random timesPlease like &amp; subscribe 🤘😝🤘BlackWidowConspiracy playlists youtubechannel rock Metal music ,0.75,0.0,Neutral
936,This GTFO Raid Was Extremely Close! - GTFO Gameplay  via ,1.0,-0.15625,Negative
937,JWST haul video: ,0.0,0.0,Neutral
938,Maryam Nawaz's Organized Campaign Against Judiciary | Letter of Ch Shuja...  via  امپورٹڈ_حکومت_نامنظور,0.0,0.0,Neutral
